Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,product_sales_amount_usd,annual_purchase_frequency,log_previous_purchases,customer_activity_score,is_subscriber,has_discount,used_promo_code,discount_promo_interaction,item_purchase_frequency_train,category_purchase_frequency_train,item_mean_review_rating_train,category_mean_review_rating_train
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,PayPal,Express,Yes,Yes,12,PayPal,Quarterly,81,4.0,2.5649493574615367,10.259797429846147,1.0,1.0,1.0,1.0,0.03882783882783883,0.14908424908424908,3.8367924528301884,3.7808353808353807
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Venmo,Express,Yes,Yes,12,PayPal,Bi-Weekly,29,26.0,2.5649493574615367,66.68868329399996,1.0,1.0,1.0,1.0,0.036996336996337,0.14908424908424908,3.7099009900990096,3.7808353808353807
3748,26,Female,Sweater,Clothing,53,Rhode Island,L,Olive,Spring,4.3,No,Credit Card,Store Pickup,No,No,32,Bank Transfer,Bi-Weekly,53,26.0,3.4965075614664802,90.90919659812849,0.0,0.0,0.0,0.0,0.04468864468864469,0.4564102564102564,3.7147540983606557,3.726725521669342
467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Credit Card,Free Shipping,Yes,Yes,25,PayPal,Weekly,24,52.0,3.258096538021482,169.42101997711708,1.0,1.0,1.0,1.0,0.03406593406593406,0.4564102564102564,3.6,3.726725521669342
2247,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Cash,Store Pickup,No,No,39,PayPal,Every 3 Months,96,4.0,3.6888794541139363,14.755517816455745,0.0,0.0,0.0,0.0,0.04249084249084249,0.08351648351648351,3.752586206896552,3.7504385964912283
3617,42,Female,Hoodie,Clothing,23,Wisconsin,L,Purple,Winter,3.3,No,Cash,Store Pickup,No,No,33,Debit Card,Fortnightly,23,26.0,3.5263605246161616,91.6853736400202,0.0,0.0,0.0,0.0,0.03882783882783883,0.4564102564102564,3.776415094339623,3.726725521669342
1108,69,Male,Sneakers,Footwear,62,Texas,M,Peach,Fall,2.8,No,Venmo,Store Pickup,Yes,Yes,26,Bank Transfer,Weekly,62,52.0,3.295836866004329,171.38351703222511,0.0,1.0,1.0,1.0,0.03626373626373627,0.14908424908424908,3.749494949494949,3.7808353808353807
3876,63,Female,Hat,Accessories,51,New Hampshire,M,Pink,Winter,3.3,No,Venmo,2-Day Shipping,No,No,21,Credit Card,Annually,51,1.0,3.091042453358316,3.091042453358316,0.0,0.0,0.0,0.0,0.038461538461538464,0.310989010989011,3.7695238095238097,3.745465253239105
793,34,Male,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,Yes,Venmo,Next Day Air,Yes,Yes,45,Venmo,Weekly,45,52.0,3.828641396489095,199.08935261743295,1.0,1.0,1.0,1.0,0.03626373626373627,0.14908424908424908,3.749494949494949,3.7808353808353807
1610,33,Male,Shirt,Clothing,93,Nevada,S,Brown,Fall,4.1,No,Credit Card,Standard,Yes,Yes,3,Venmo,Monthly,93,12.0,1.3862943611198906,16.635532333438686,0.0,1.0,1.0,1.0,0.04322344322344322,0.4564102564102564,3.669491525423729,3.726725521669342
3080,48,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,4.0,No,Credit Card,Store Pickup,No,No,4,Bank Transfer,Annually,31,1.0,1.6094379124341003,1.6094379124341003,0.0,0.0,0.0,0.0,0.04395604395604396,0.310989010989011,3.73,3.745465253239105
1339,56,Male,Handbag,Accessories,51,Alabama,S,Yellow,Winter,2.6,No,Bank Transfer,Standard,Yes,Yes,43,PayPal,Fortnightly,51,26.0,3.784189633918261,98.38893048187478,0.0,1.0,1.0,1.0,0.03882783882783883,0.310989010989011,3.7216981132075473,3.745465253239105
2579,54,Male,Sunglasses,Accessories,48,Vermont,M,Purple,Fall,3.9,No,Bank Transfer,Free Shipping,No,No,3,Cash,Quarterly,48,4.0,1.3862943611198906,5.545177444479562,0.0,0.0,0.0,0.0,0.0380952380952381,0.310989010989011,3.7211538461538463,3.745465253239105
3717,57,Female,Shirt,Clothing,53,Vermont,M,Charcoal,Fall,3.4,No,Bank Transfer,Next Day Air,No,No,42,Debit Card,Every 3 Months,53,4.0,3.7612001156935624,15.04480046277425,0.0,0.0,0.0,0.0,0.04322344322344322,0.4564102564102564,3.669491525423729,3.726725521669342
1413,25,Male,Shorts,Clothing,100,Michigan,M,Charcoal,Summer,2.6,No,Debit Card,2-Day Shipping,Yes,Yes,43,Venmo,Annually,100,1.0,3.784189633918261,3.784189633918261,0.0,1.0,1.0,1.0,0.04212454212454213,0.4564102564102564,3.6730434782608694,3.726725521669342
2951,22,Female,Jeans,Clothing,91,Iowa,S,Maroon,Winter,4.1,No,Bank Transfer,2-Day Shipping,No,No,44,Debit Card,Every 3 Months,91,4.0,3.8066624897703196,15.226649959081278,0.0,0.0,0.0,0.0,0.03406593406593406,0.4564102564102564,3.6,3.726725521669342
511,21,Male,Shirt,Clothing,87,West Virginia,M,Teal,Fall,3.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,22,Venmo,Annually,87,1.0,3.1354942159291497,3.1354942159291497,1.0,1.0,1.0,1.0,0.04322344322344322,0.4564102564102564,3.669491525423729,3.726725521669342
3621,60,Female,Sandals,Footwear,82,Louisiana,M,Turquoise,Summer,2.9,No,Credit Card,Express,No,No,28,Credit Card,Fortnightly,82,26.0,3.367295829986474,87.54969157964833,0.0,0.0,0.0,0.0,0.03882783882783883,0.14908424908424908,3.8367924528301884,3.7808353808353807
2534,66,Male,Jewelry,Accessories,46,Pennsylvania,S,Blue,Summer,3.1,No,Venmo,Standard,No,No,49,Cash,Bi-Weekly,46,26.0,3.912023005428146,101.71259814113179,0.0,0.0,0.0,0.0,0.04212454212454213,0.310989010989011,3.744347826086957,3.745465253239105
1177,36,Male,Dress,Clothing,83,Oregon,M,Red,Winter,4.6,No,Credit Card,Free Shipping,Yes,Yes,39,PayPal,Quarterly,83,4.0,3.6888794541139363,14.755517816455745,0.0,1.0,1.0,1.0,0.044322344322344324,0.4564102564102564,3.7479338842975207,3.726725521669342
1114,28,Male,Sunglasses,Accessories,80,Maryland,M,Purple,Summer,4.8,No,Cash,Next Day Air,Yes,Yes,11,PayPal,Bi-Weekly,80,26.0,2.4849066497880004,64.60757289448802,0.0,1.0,1.0,1.0,0.0380952380952381,0.310989010989011,3.7211538461538463,3.745465253239105
1272,70,Male,Jewelry,Accessories,57,Kentucky,S,Gray,Spring,4.3,No,Cash,Store Pickup,Yes,Yes,42,PayPal,Annually,57,1.0,3.7612001156935624,3.7612001156935624,0.0,1.0,1.0,1.0,0.04212454212454213,0.310989010989011,3.744347826086957,3.745465253239105
2437,52,Male,T-shirt,Clothing,24,Connecticut,M,Yellow,Fall,2.7,No,Credit Card,Store Pickup,No,No,38,Credit Card,Quarterly,24,4.0,3.6635616461296463,14.654246584518585,0.0,0.0,0.0,0.0,0.034432234432234435,0.4564102564102564,3.8138297872340425,3.726725521669342
482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,PayPal,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly,88,26.0,2.3978952727983707,62.34527709275764,1.0,1.0,1.0,1.0,0.038461538461538464,0.310989010989011,3.7695238095238097,3.745465253239105
2947,38,Female,Pants,Clothing,77,Hawaii,L,Purple,Spring,2.8,No,Credit Card,Free Shipping,No,No,29,Bank Transfer,Quarterly,77,4.0,3.4011973816621555,13.604789526648622,0.0,0.0,0.0,0.0,0.04652014652014652,0.4564102564102564,3.729133858267717,3.726725521669342
3844,64,Female,Hat,Accessories,71,Georgia,L,Silver,Winter,4.0,No,Venmo,Free Shipping,No,No,48,Venmo,Every 3 Months,71,4.0,3.8918202981106265,15.567281192442506,0.0,0.0,0.0,0.0,0.038461538461538464,0.310989010989011,3.7695238095238097,3.745465253239105
2964,52,Female,Boots,Footwear,97,Maine,M,Brown,Spring,3.6,No,Debit Card,Free Shipping,No,No,28,Credit Card,Weekly,97,52.0,3.367295829986474,175.09938315929665,0.0,0.0,0.0,0.0,0.036996336996337,0.14908424908424908,3.8237623762376236,3.7808353808353807
1219,55,Male,Boots,Footwear,79,Pennsylvania,M,Cyan,Spring,3.1,No,Venmo,Store Pickup,Yes,Yes,43,Cash,Every 3 Months,79,4.0,3.784189633918261,15.136758535673044,0.0,1.0,1.0,1.0,0.036996336996337,0.14908424908424908,3.8237623762376236,3.7808353808353807
2497,67,Male,Scarf,Accessories,79,Illinois,S,Yellow,Summer,3.2,No,Bank Transfer,Store Pickup,No,No,37,Credit Card,Weekly,79,52.0,3.6375861597263857,189.15448030577204,0.0,0.0,0.0,0.0,0.03772893772893773,0.310989010989011,3.721359223300971,3.745465253239105
1158,37,Male,Belt,Accessories,66,Maryland,M,Charcoal,Fall,4.4,No,Credit Card,Standard,Yes,Yes,11,Cash,Quarterly,66,4.0,2.4849066497880004,9.939626599152001,0.0,1.0,1.0,1.0,0.04395604395604396,0.310989010989011,3.73,3.745465253239105
3655,21,Female,Jewelry,Accessories,98,Arkansas,M,Green,Winter,3.3,No,Debit Card,Next Day Air,No,No,10,Credit Card,Annually,98,1.0,2.3978952727983707,2.3978952727983707,0.0,0.0,0.0,0.0,0.04212454212454213,0.310989010989011,3.744347826086957,3.745465253239105
3294,19,Female,Coat,Outerwear,91,West Virginia,M,Gold,Spring,3.5,No,Bank Transfer,2-Day Shipping,No,No,47,Credit Card,Fortnightly,91,26.0,3.871201010907891,100.65122628360517,0.0,0.0,0.0,0.0,0.041025641025641026,0.08351648351648351,3.748214285714286,3.7504385964912283
1618,43,Male,Blouse,Clothing,64,Wisconsin,M,Peach,Winter,4.3,No,PayPal,Standard,Yes,Yes,50,Credit Card,Fortnightly,64,26.0,3.9318256327243257,102.22746645083247,0.0,1.0,1.0,1.0,0.047619047619047616,0.4564102564102564,3.733076923076923,3.726725521669342
1772,46,Male,Shirt,Clothing,82,Indiana,XL,Turquoise,Fall,4.7,No,Credit Card,Store Pickup,No,No,9,Credit Card,Annually,82,1.0,2.302585092994046,2.302585092994046,0.0,0.0,0.0,0.0,0.04322344322344322,0.4564102564102564,3.669491525423729,3.726725521669342
2204,53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Venmo,Free Shipping,No,No,32,Cash,Quarterly,79,4.0,3.4965075614664802,13.986030245865921,0.0,0.0,0.0,0.0,0.044322344322344324,0.4564102564102564,3.7479338842975207,3.726725521669342
2302,37,Male,Pants,Clothing,20,Maine,L,Turquoise,Winter,2.9,No,Debit Card,Next Day Air,No,No,21,Debit Card,Annually,20,1.0,3.091042453358316,3.091042453358316,0.0,0.0,0.0,0.0,0.04652014652014652,0.4564102564102564,3.729133858267717,3.726725521669342
622,51,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,45,Credit Card,Weekly,27,52.0,3.828641396489095,199.08935261743295,1.0,1.0,1.0,1.0,0.0380952380952381,0.310989010989011,3.7211538461538463,3.745465253239105
3657,35,Female,Jacket,Outerwear,67,North Dakota,XL,Cyan,Spring,3.7,No,Debit Card,2-Day Shipping,No,No,18,Credit Card,Monthly,67,12.0,2.9444389791664403,35.33326774999728,0.0,0.0,0.0,0.0,0.04249084249084249,0.08351648351648351,3.752586206896552,3.7504385964912283
2057,55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,Cash,2-Day Shipping,No,No,29,PayPal,Monthly,46,12.0,3.4011973816621555,40.814368579945864,0.0,0.0,0.0,0.0,0.03553113553113553,0.310989010989011,3.693814432989691,3.745465253239105
1111,28,Male,Hoodie,Clothing,61,Texas,L,Cyan,Fall,3.0,No,Debit Card,Standard,Yes,Yes,31,Cash,Bi-Weekly,61,26.0,3.4657359027997265,90.10913347279289,0.0,1.0,1.0,1.0,0.03882783882783883,0.4564102564102564,3.776415094339623,3.726725521669342
2241,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Credit Card,Next Day Air,No,No,18,Debit Card,Every 3 Months,71,4.0,2.9444389791664403,11.777755916665761,0.0,0.0,0.0,0.0,0.03882783882783883,0.14908424908424908,3.8367924528301884,3.7808353808353807
2447,38,Male,Shirt,Clothing,65,Alaska,L,Peach,Spring,2.9,No,Cash,2-Day Shipping,No,No,7,Credit Card,Monthly,65,12.0,2.0794415416798357,24.953298500158027,0.0,0.0,0.0,0.0,0.04322344322344322,0.4564102564102564,3.669491525423729,3.726725521669342
1712,21,Male,T-shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,No,Debit Card,Express,No,No,19,Credit Card,Monthly,93,12.0,2.995732273553991,35.94878728264789,0.0,0.0,0.0,0.0,0.034432234432234435,0.4564102564102564,3.8138297872340425,3.726725521669342
1633,35,Male,Gloves,Accessories,28,Oregon,S,White,Summer,4.7,No,PayPal,2-Day Shipping,Yes,Yes,50,Debit Card,Every 3 Months,28,4.0,3.9318256327243257,15.727302530897303,0.0,1.0,1.0,1.0,0.03626373626373627,0.310989010989011,3.8666666666666667,3.745465253239105
3172,68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Credit Card,Express,No,No,26,Bank Transfer,Bi-Weekly,26,26.0,3.295836866004329,85.69175851611256,0.0,0.0,0.0,0.0,0.04212454212454213,0.310989010989011,3.744347826086957,3.745465253239105
3778,43,Female,Shorts,Clothing,65,Utah,M,Maroon,Fall,4.3,No,Debit Card,Express,No,No,9,Cash,Weekly,65,52.0,2.302585092994046,119.73442483569039,0.0,0.0,0.0,0.0,0.04212454212454213,0.4564102564102564,3.6730434782608694,3.726725521669342
1964,52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Bank Transfer,Standard,No,No,11,Credit Card,Weekly,30,52.0,2.4849066497880004,129.21514578897603,0.0,0.0,0.0,0.0,0.04212454212454213,0.4564102564102564,3.6730434782608694,3.726725521669342
2293,43,Male,T-shirt,Clothing,34,Vermont,S,Beige,Spring,3.8,No,Debit Card,Next Day Air,No,No,31,Debit Card,Monthly,34,12.0,3.4657359027997265,41.58883083359672,0.0,0.0,0.0,0.0,0.034432234432234435,0.4564102564102564,3.8138297872340425,3.726725521669342
661,50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly,79,4.0,3.6888794541139363,14.755517816455745,1.0,1.0,1.0,1.0,0.041025641025641026,0.08351648351648351,3.748214285714286,3.7504385964912283
1959,39,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.7,No,Cash,Store Pickup,No,No,47,Cash,Quarterly,67,4.0,3.871201010907891,15.484804043631565,0.0,0.0,0.0,0.0,0.04212454212454213,0.4564102564102564,3.6730434782608694,3.726725521669342
864,49,Male,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,Yes,PayPal,Standard,Yes,Yes,42,PayPal,Fortnightly,41,26.0,3.7612001156935624,97.79120300803262,1.0,1.0,1.0,1.0,0.03626373626373627,0.14908424908424908,3.749494949494949,3.7808353808353807
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Debit Card,Standard,Yes,Yes,31,Debit Card,Annually,56,1.0,3.4657359027997265,3.4657359027997265,1.0,1.0,1.0,1.0,0.03553113553113553,0.310989010989011,3.693814432989691,3.745465253239105
3356,40,Female,Blouse,Clothing,28,Delaware,M,Peach,Spring,2.6,No,Debit Card,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly,28,26.0,1.3862943611198906,36.04365338911715,0.0,0.0,0.0,0.0,0.047619047619047616,0.4564102564102564,3.733076923076923,3.726725521669342
2283,18,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,No,Debit Card,2-Day Shipping,No,No,8,Credit Card,Annually,97,1.0,2.1972245773362196,2.1972245773362196,0.0,0.0,0.0,0.0,0.03626373626373627,0.14908424908424908,3.749494949494949,3.7808353808353807
2030,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Bank Transfer,Next Day Air,No,No,40,PayPal,Quarterly,23,4.0,3.713572066704308,14.854288266817232,0.0,0.0,0.0,0.0,0.03772893772893773,0.310989010989011,3.721359223300971,3.745465253239105
3299,65,Female,Jacket,Outerwear,73,New Mexico,M,Brown,Fall,3.5,No,PayPal,Express,No,No,6,Bank Transfer,Every 3 Months,73,4.0,1.9459101490553132,7.783640596221253,0.0,0.0,0.0,0.0,0.04249084249084249,0.08351648351648351,3.752586206896552,3.7504385964912283
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Venmo,Express,Yes,Yes,7,Debit Card,Annually,84,1.0,2.0794415416798357,2.0794415416798357,1.0,1.0,1.0,1.0,0.03882783882783883,0.310989010989011,3.7216981132075473,3.745465253239105
243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months,85,4.0,3.713572066704308,14.854288266817232,1.0,1.0,1.0,1.0,0.041025641025641026,0.08351648351648351,3.748214285714286,3.7504385964912283
1599,47,Male,Jewelry,Accessories,85,California,M,Teal,Fall,4.1,No,Credit Card,Express,Yes,Yes,21,Venmo,Bi-Weekly,85,26.0,3.091042453358316,80.36710378731621,0.0,1.0,1.0,1.0,0.04212454212454213,0.310989010989011,3.744347826086957,3.745465253239105
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Debit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,86,1.0,1.0986122886681098,1.0986122886681098,1.0,1.0,1.0,1.0,0.041025641025641026,0.08351648351648351,3.748214285714286,3.7504385964912283
3040,59,Female,Blouse,Clothing,48,Alabama,L,Blue,Spring,3.2,No,Bank Transfer,Next Day Air,No,No,31,PayPal,Bi-Weekly,48,26.0,3.4657359027997265,90.10913347279289,0.0,0.0,0.0,0.0,0.047619047619047616,0.4564102564102564,3.733076923076923,3.726725521669342
1263,29,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.8,No,Debit Card,Store Pickup,Yes,Yes,44,Venmo,Monthly,62,12.0,3.8066624897703196,45.679949877243835,0.0,1.0,1.0,1.0,0.036996336996337,0.14908424908424908,3.8237623762376236,3.7808353808353807
1156,67,Male,T-shirt,Clothing,53,Tennessee,S,Red,Fall,2.6,No,Debit Card,Express,Yes,Yes,47,PayPal,Quarterly,53,4.0,3.871201010907891,15.484804043631565,0.0,1.0,1.0,1.0,0.034432234432234435,0.4564102564102564,3.8138297872340425,3.726725521669342
1861,18,Male,T-shirt,Clothing,64,Kansas,M,Silver,Summer,4.8,No,Credit Card,Next Day Air,No,No,4,Credit Card,Monthly,64,12.0,1.6094379124341003,19.313254949209202,0.0,0.0,0.0,0.0,0.034432234432234435,0.4564102564102564,3.8138297872340425,3.726725521669342
1237,42,Male,Hat,Accessories,68,New Mexico,M,White,Summer,4.4,No,PayPal,Store Pickup,Yes,Yes,35,Debit Card,Every 3 Months,68,4.0,3.58351893845611,14.33407575382444,0.0,1.0,1.0,1.0,0.038461538461538464,0.310989010989011,3.7695238095238097,3.745465253239105
2915,45,Female,Sweater,Clothing,72,Pennsylvania,M,Yellow,Fall,3.8,No,PayPal,Express,No,No,1,Debit Card,Bi-Weekly,72,26.0,0.6931471805599453,18.021826694558577,0.0,0.0,0.0,0.0,0.04468864468864469,0.4564102564102564,3.7147540983606557,3.726725521669342
2144,53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Debit Card,Next Day Air,No,No,48,Venmo,Bi-Weekly,66,26.0,3.8918202981106265,101.18732775087629,0.0,0.0,0.0,0.0,0.03882783882783883,0.14908424908424908,3.8367924528301884,3.7808353808353807
592,47,Male,Backpack,Accessories,37,Kentucky,L,Olive,Fall,4.2,Yes,Credit Card,Store Pickup,Yes,Yes,6,Debit Card,Bi-Weekly,37,26.0,1.9459101490553132,50.593663875438146,1.0,1.0,1.0,1.0,0.03553113553113553,0.310989010989011,3.693814432989691,3.745465253239105
2087,65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,Credit Card,2-Day Shipping,No,No,36,Cash,Every 3 Months,89,4.0,3.6109179126442243,14.443671650576897,0.0,0.0,0.0,0.0,0.044322344322344324,0.4564102564102564,3.7479338842975207,3.726725521669342
678,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,PayPal,Express,Yes,Yes,41,PayPal,Annually,62,1.0,3.7376696182833684,3.7376696182833684,1.0,1.0,1.0,1.0,0.03882783882783883,0.4564102564102564,3.7150943396226417,3.726725521669342
69,57,Male,Handbag,Accessories,46,Utah,L,Silver,Summer,3.9,Yes,Credit Card,Next Day Air,Yes,Yes,21,Cash,Every 3 Months,46,4.0,3.091042453358316,12.364169813433264,1.0,1.0,1.0,1.0,0.03882783882783883,0.310989010989011,3.7216981132075473,3.745465253239105
3469,36,Female,Sunglasses,Accessories,89,Ohio,S,Indigo,Winter,3.5,No,Credit Card,Standard,No,No,36,Debit Card,Quarterly,89,4.0,3.6109179126442243,14.443671650576897,0.0,0.0,0.0,0.0,0.0380952380952381,0.310989010989011,3.7211538461538463,3.745465253239105
1669,66,Male,Blouse,Clothing,33,Utah,L,Charcoal,Summer,4.0,No,Credit Card,Standard,Yes,Yes,28,Debit Card,Fortnightly,33,26.0,3.367295829986474,87.54969157964833,0.0,1.0,1.0,1.0,0.047619047619047616,0.4564102564102564,3.733076923076923,3.726725521669342
1101,50,Male,Pants,Clothing,28,Nevada,L,Gold,Spring,4.4,No,Debit Card,Express,Yes,Yes,2,Credit Card,Weekly,28,52.0,1.0986122886681098,57.12783901074171,0.0,1.0,1.0,1.0,0.04652014652014652,0.4564102564102564,3.729133858267717,3.726725521669342
3360,43,Female,Sunglasses,Accessories,74,New Hampshire,L,Red,Fall,3.9,No,Credit Card,Next Day Air,No,No,29,Debit Card,Monthly,74,12.0,3.4011973816621555,40.814368579945864,0.0,0.0,0.0,0.0,0.0380952380952381,0.310989010989011,3.7211538461538463,3.745465253239105
530,32,Male,Shorts,Clothing,84,California,M,Orange,Fall,3.7,Yes,Cash,Standard,Yes,Yes,6,Credit Card,Monthly,84,12.0,1.9459101490553132,23.350921788663758,1.0,1.0,1.0,1.0,0.04212454212454213,0.4564102564102564,3.6730434782608694,3.726725521669342
1512,34,Male,Dress,Clothing,91,Georgia,M,Violet,Winter,3.6,No,Credit Card,Express,Yes,Yes,48,Credit Card,Weekly,91,52.0,3.8918202981106265,202.37465550175258,0.0,1.0,1.0,1.0,0.044322344322344324,0.4564102564102564,3.7479338842975207,3.726725521669342
2777,46,Female,Scarf,Accessories,62,Wyoming,L,Green,Fall,2.9,No,Debit Card,Free Shipping,No,No,6,Bank Transfer,Annually,62,1.0,1.9459101490553132,1.9459101490553132,0.0,0.0,0.0,0.0,0.03772893772893773,0.310989010989011,3.721359223300971,3.745465253239105
51,49,Male,Blouse,Clothing,28,Maryland,M,Red,Spring,3.7,Yes,Cash,Store Pickup,Yes,Yes,39,Debit Card,Bi-Weekly,28,26.0,3.6888794541139363,95.91086580696235,1.0,1.0,1.0,1.0,0.047619047619047616,0.4564102564102564,3.733076923076923,3.726725521669342
1621,25,Male,Hat,Accessories,47,Virginia,M,Charcoal,Winter,3.1,No,Bank Transfer,2-Day Shipping,Yes,Yes,27,PayPal,Every 3 Months,47,4.0,3.332204510175204,13.328818040700815,0.0,1.0,1.0,1.0,0.038461538461538464,0.310989010989011,3.7695238095238097,3.745465253239105
