feature_month,product_category,sales_current,orders_current,unique_products_current,avg_price_current,avg_freight_current,avg_product_weight,avg_product_length,avg_product_height,avg_product_width,avg_product_description_length,avg_product_photos_qty,sales_lag_1,sales_lag_2,sales_lag_3,rolling_sales_mean_3,sales_next_month,target_month,month,month_sin,month_cos,year
2017-01-01,telephony,26,21,18,113.30230769230769,17.909615384615385,230.73076923076923,18.846153846153847,7.769230769230769,14.384615384615385,669.6153846153846,2.0,0.0,0.0,10.0,8.666666666666666,111.0,2017-02-01,1,0.49999999999999994,0.8660254037844387,2017
2017-01-01,toys,43,43,29,111.95558139534884,17.58813953488372,1904.3255813953488,30.441860465116278,19.88372093023256,31.348837209302324,841.1162790697674,2.8372093023255816,0.0,0.0,27.0,14.333333333333334,67.0,2017-02-01,1,0.49999999999999994,0.8660254037844387,2017
2017-01-01,unknown_category,13,11,10,130.97230769230768,16.391538461538463,4203.846153846154,33.38461538461539,21.384615384615383,28.076923076923077,,,0.0,0.0,2.0,4.333333333333333,58.0,2017-02-01,1,0.49999999999999994,0.8660254037844387,2017
2017-01-01,watches_gifts,11,11,11,735.1381818181818,20.39181818181818,485.72727272727275,18.545454545454547,12.909090909090908,15.0,799.7272727272727,2.1818181818181817,0.0,0.0,5.0,3.6666666666666665,37.0,2017-02-01,1,0.49999999999999994,0.8660254037844387,2017
2017-02-01,air_conditioning,12,12,5,257.94166666666666,28.700833333333332,6466.666666666667,57.666666666666664,22.083333333333332,17.0,1304.9166666666667,2.4166666666666665,4.0,0.0,0.0,5.333333333333333,17.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,audio,5,5,4,32.760000000000005,16.81,560.0,20.2,8.2,15.6,864.2,1.6,0.0,0.0,0.0,1.6666666666666667,14.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,auto,86,77,52,153.05116279069767,23.642674418604653,3883.0116279069766,38.825581395348834,17.88372093023256,30.848837209302324,717.9651162790698,1.569767441860465,34.0,0.0,0.0,40.0,87.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,baby,34,33,23,89.66117647058823,19.58264705882353,1785.9117647058824,33.1764705882353,12.617647058823529,22.91176470588235,1373.4705882352941,2.0,41.0,0.0,0.0,25.0,44.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,bed_bath_table,165,146,107,98.68321212121212,18.273090909090907,2032.121212121212,37.236363636363635,12.969696969696969,32.0,450.54545454545456,1.4242424242424243,48.0,0.0,0.0,71.0,289.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,books_general_interest,8,8,7,96.58875,22.16375,894.25,21.125,17.125,19.5,1012.875,1.125,2.0,0.0,0.0,3.3333333333333335,25.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,books_technical,1,1,1,159.0,23.4,2200.0,31.0,6.0,19.0,3722.0,1.0,0.0,0.0,0.0,0.3333333333333333,2.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,computers_accessories,106,97,69,112.94896226415095,16.714716981132074,899.0754716981132,28.660377358490567,10.11320754716981,21.22641509433962,808.7830188679245,2.2169811320754715,31.0,0.0,0.0,45.666666666666664,174.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,consoles_games,18,18,14,238.5983333333333,19.066111111111113,1214.7777777777778,22.38888888888889,13.38888888888889,18.72222222222222,1031.2777777777778,1.7777777777777777,23.0,0.0,0.0,13.666666666666666,50.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,cool_stuff,70,69,44,190.33714285714285,21.906428571428574,2766.3714285714286,41.042857142857144,22.642857142857142,24.257142857142856,960.2,2.2,40.0,0.0,0.0,36.666666666666664,123.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,diapers_and_hygiene,0,0,0,134.9,16.09,700.0,35.0,7.0,29.0,1151.0,8.0,0.0,0.0,0.0,0.0,0.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,electronics,19,14,12,64.14999999999999,17.718421052631577,1101.421052631579,28.05263157894737,13.526315789473685,22.105263157894736,522.7894736842105,2.4210526315789473,11.0,0.0,0.0,10.0,37.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,fashio_female_clothing,4,4,4,114.45,15.4925,850.0,25.25,14.0,21.0,387.25,1.75,2.0,0.0,0.0,2.0,1.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,fashion_bags_accessories,39,35,35,60.87461538461539,14.772820512820513,324.87179487179486,17.71794871794872,8.41025641025641,14.948717948717949,433.38461538461536,4.487179487179487,35.0,1.0,0.0,25.0,68.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,fashion_male_clothing,7,7,7,91.83571428571429,17.167142857142856,717.8571428571429,29.285714285714285,10.285714285714286,27.142857142857142,597.2857142857143,2.142857142857143,1.0,0.0,0.0,2.6666666666666665,9.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,fashion_shoes,3,2,3,35.68333333333333,16.773333333333333,533.3333333333334,31.333333333333332,10.666666666666666,19.666666666666668,353.6666666666667,9.333333333333334,1.0,0.0,0.0,1.3333333333333333,14.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,fixed_telephony,22,18,12,34.51045454545454,16.62090909090909,193.8181818181818,17.318181818181817,5.045454545454546,12.954545454545455,395.77272727272725,3.272727272727273,22.0,0.0,0.0,14.666666666666666,21.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,food,9,9,5,79.51444444444445,23.84111111111111,1886.111111111111,19.22222222222222,17.77777777777778,18.88888888888889,909.5555555555555,1.3333333333333333,2.0,0.0,0.0,3.6666666666666665,24.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,furniture_decor,266,221,188,78.89511278195488,19.835413533834586,2341.1127819548874,41.8984962406015,15.406015037593985,27.10902255639098,648.6052631578947,2.4962406015037595,182.0,0.0,0.0,149.33333333333334,328.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,garden_tools,72,63,44,182.5640277777778,22.231805555555557,4882.541666666667,33.611111111111114,20.805555555555557,28.61111111111111,959.7083333333334,2.6944444444444446,58.0,0.0,0.0,43.333333333333336,150.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,health_beauty,166,155,92,137.58307228915663,19.827048192771084,1415.566265060241,27.674698795180724,15.30722891566265,20.198795180722893,1073.2289156626507,2.1566265060240966,85.0,0.0,0.0,83.66666666666667,211.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,housewares,81,68,50,156.29222222222222,19.108888888888888,1604.6296296296296,26.432098765432098,20.308641975308642,23.234567901234566,653.283950617284,2.3950617283950617,28.0,0.0,0.0,36.333333333333336,204.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,industry_commerce_and_business,1,1,1,119.0,15.94,4400.0,36.0,12.0,45.0,704.0,1.0,0.0,0.0,0.0,0.3333333333333333,2.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,market_place,22,19,15,76.73727272727272,19.740000000000002,1115.909090909091,26.363636363636363,15.090909090909092,19.181818181818183,898.8181818181819,2.3181818181818183,6.0,0.0,0.0,9.333333333333334,17.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,office_furniture,63,53,37,187.39650793650793,33.238412698412695,11235.698412698413,51.857142857142854,51.698412698412696,33.20634920634921,1038.4603174603174,1.0634920634920635,10.0,0.0,0.0,24.333333333333332,78.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,perfumery,51,49,27,159.35647058823528,16.021568627450982,595.9803921568628,20.41176470588235,15.294117647058824,17.49019607843137,590.5294117647059,1.9019607843137254,34.0,0.0,0.0,28.333333333333332,106.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,pet_shop,40,37,28,93.22675000000001,19.545250000000003,1811.9,29.45,18.35,25.15,861.9,2.025,15.0,0.0,0.0,18.333333333333332,45.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,sports_leisure,156,139,113,104.94974358974359,19.338910256410255,2411.147435897436,35.02564102564103,18.884615384615383,21.955128205128204,989.2179487179487,2.4743589743589745,80.0,0.0,0.0,78.66666666666667,199.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,telephony,111,100,57,62.15396396396397,15.75,236.19819819819818,19.513513513513512,6.54954954954955,14.72072072072072,817.981981981982,2.27027027027027,26.0,0.0,0.0,45.666666666666664,172.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,toys,67,62,37,140.34835820895523,17.87985074626866,1904.0,27.850746268656717,18.507462686567163,25.865671641791046,741.0746268656717,2.925373134328358,43.0,0.0,0.0,36.666666666666664,103.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,unknown_category,58,52,38,155.7603448275862,18.22051724137931,2869.655172413793,31.379310344827587,17.344827586206897,22.724137931034484,,,13.0,0.0,0.0,23.666666666666668,63.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-02-01,watches_gifts,37,35,32,317.7354054054054,16.607027027027026,340.2162162162162,17.864864864864863,10.837837837837839,14.756756756756756,550.5675675675676,2.4324324324324325,11.0,0.0,0.0,16.0,81.0,2017-03-01,2,0.8660254037844386,0.5000000000000001,2017
2017-03-01,air_conditioning,17,16,7,241.40058823529415,16.86764705882353,3205.5882352941176,33.588235294117645,34.1764705882353,28.705882352941178,1298.235294117647,1.588235294117647,12.0,4.0,0.0,11.0,16.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,audio,14,13,7,81.05499999999999,16.61642857142857,428.5,18.928571428571427,7.071428571428571,15.285714285714286,1085.9285714285713,2.5,5.0,0.0,0.0,6.333333333333333,11.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,auto,87,76,51,166.46057471264368,26.134022988505745,4489.298850574713,43.264367816091955,17.873563218390803,36.64367816091954,792.8390804597701,1.8850574712643677,86.0,34.0,0.0,69.0,88.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,baby,44,43,38,84.63818181818182,17.323863636363637,1389.7954545454545,30.65909090909091,18.181818181818183,23.886363636363637,933.9318181818181,3.0,34.0,41.0,0.0,39.666666666666664,51.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,bed_bath_table,289,249,162,89.18,16.875397923875433,1632.5294117647059,38.59861591695502,12.56401384083045,32.71280276816609,437.53287197231833,1.3114186851211074,165.0,48.0,0.0,167.33333333333334,274.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,books_general_interest,25,20,11,105.9584,17.544,957.28,19.68,15.96,19.72,1021.96,2.0,8.0,2.0,0.0,11.666666666666666,12.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,books_technical,2,2,2,37.5,14.370000000000001,350.0,27.0,2.0,18.5,2628.5,1.0,1.0,0.0,0.0,1.0,1.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,computers_accessories,174,150,94,164.50919540229884,18.673793103448276,928.1264367816092,27.396551724137932,11.568965517241379,20.85632183908046,887.7241379310345,1.9770114942528736,106.0,31.0,0.0,103.66666666666667,136.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,consoles_games,50,48,30,215.3768,19.5004,1143.32,21.52,11.8,17.54,1106.02,2.7,18.0,23.0,0.0,30.333333333333332,17.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,cool_stuff,123,121,78,171.50577235772357,18.65219512195122,1743.3089430894308,34.31707317073171,21.910569105691057,21.30081300813008,1013.6829268292682,2.1219512195121952,70.0,40.0,0.0,77.66666666666667,121.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,diapers_and_hygiene,0,0,0,134.9,16.09,700.0,35.0,7.0,29.0,1151.0,8.0,0.0,0.0,0.0,0.0,0.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,electronics,37,32,22,107.72972972972973,18.085405405405403,1278.3513513513512,26.54054054054054,14.0,22.72972972972973,888.7027027027027,2.027027027027027,19.0,11.0,0.0,22.333333333333332,48.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,fashio_female_clothing,1,1,1,19.9,10.96,200.0,16.0,2.0,20.0,886.0,2.0,4.0,2.0,0.0,2.3333333333333335,1.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,fashion_bags_accessories,68,62,53,71.48764705882353,15.178970588235295,327.20588235294116,18.264705882352942,8.735294117647058,15.014705882352942,346.54411764705884,3.7058823529411766,39.0,35.0,1.0,47.333333333333336,50.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,fashion_male_clothing,9,7,9,64.53333333333333,15.617777777777778,441.6666666666667,23.333333333333332,9.333333333333334,21.555555555555557,637.0,2.2222222222222223,7.0,1.0,0.0,5.666666666666667,7.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,fashion_shoes,14,13,11,108.21428571428571,16.512857142857143,1085.7142857142858,31.214285714285715,19.857142857142858,20.714285714285715,322.7142857142857,5.785714285714286,3.0,1.0,0.0,6.0,23.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,fixed_telephony,21,15,13,75.82619047619048,15.560952380952383,421.3809523809524,18.857142857142858,10.380952380952381,14.571428571428571,735.6666666666666,3.0476190476190474,22.0,22.0,0.0,21.666666666666668,11.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,food,24,22,8,111.14833333333333,20.47625,2609.625,22.791666666666668,17.0,23.25,1294.8333333333333,3.0,9.0,2.0,0.0,11.666666666666666,8.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,furniture_decor,328,265,221,71.57814024390244,18.38048780487805,2639.8445121951218,43.375,13.375,28.545731707317074,669.9512195121952,2.4847560975609757,266.0,182.0,0.0,258.6666666666667,203.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,garden_tools,150,121,52,158.31433333333334,21.714466666666667,3380.9066666666668,31.22,15.806666666666667,28.046666666666667,1033.1533333333334,2.1933333333333334,72.0,58.0,0.0,93.33333333333333,119.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,health_beauty,211,193,115,123.20023696682465,18.28255924170616,1232.132701421801,24.071090047393366,13.355450236966824,18.80094786729858,1194.6872037914693,2.004739336492891,166.0,85.0,0.0,154.0,189.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,housewares,204,178,105,66.23436274509804,17.98549019607843,1860.2450980392157,29.25980392156863,20.524509803921568,23.59313725490196,722.5049019607843,2.406862745098039,81.0,28.0,0.0,104.33333333333333,183.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,industry_commerce_and_business,2,2,1,119.0,22.015,4400.0,36.0,12.0,45.0,704.0,1.0,1.0,0.0,0.0,1.0,0.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,market_place,17,17,15,106.38764705882352,15.72764705882353,1184.7058823529412,25.764705882352942,11.647058823529411,19.294117647058822,800.0588235294117,3.6470588235294117,22.0,6.0,0.0,15.0,20.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,office_furniture,78,60,37,151.07064102564104,34.358717948717945,10263.076923076924,50.98717948717949,55.51282051282051,28.525641025641026,977.6538461538462,1.1153846153846154,63.0,10.0,0.0,50.333333333333336,58.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,perfumery,106,104,50,186.86915094339625,16.861037735849056,568.3018867924528,20.745283018867923,14.716981132075471,17.32075471698113,589.5377358490566,1.971698113207547,51.0,34.0,0.0,63.666666666666664,105.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,pet_shop,45,41,36,185.99911111111112,17.37177777777778,2748.511111111111,31.266666666666666,15.488888888888889,27.333333333333332,833.5555555555555,2.5555555555555554,40.0,15.0,0.0,33.333333333333336,51.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,sports_leisure,199,171,135,135.68638190954775,21.648291457286433,2565.532663316583,33.984924623115575,18.597989949748744,23.21608040201005,1014.9095477386935,2.35678391959799,156.0,80.0,0.0,145.0,218.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,telephony,172,159,91,47.215406976744184,15.17970930232558,176.2325581395349,18.58139534883721,5.0523255813953485,12.988372093023257,473.74418604651163,2.308139534883721,111.0,26.0,0.0,103.0,145.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,toys,103,100,58,120.67446601941747,18.68504854368932,1601.4368932038835,29.12621359223301,18.0873786407767,24.932038834951456,718.1747572815534,2.9514563106796117,67.0,43.0,0.0,71.0,113.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,unknown_category,63,57,40,106.57412698412699,17.093968253968256,1561.9166666666667,31.833333333333332,16.1,24.333333333333332,,,58.0,13.0,0.0,44.666666666666664,71.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-03-01,watches_gifts,81,76,62,330.49851851851855,16.0020987654321,846.5432098765432,17.80246913580247,7.604938271604938,14.790123456790123,512.2345679012345,2.8271604938271606,37.0,11.0,0.0,43.0,97.0,2017-04-01,3,1.0,6.123233995736766e-17,2017
2017-04-01,agro_industry_and_commerce,0,0,0,40.995000000000005,14.35,162.5,18.0,3.0,16.5,439.0,1.5,2.0,7.0,3.0,3.0,4.0,2017-05-01,4,0.8660254037844387,-0.4999999999999998,2017
2017-04-01,air_conditioning,16,14,7,161.389375,18.208750000000002,1945.25,33.875,30.3125,26.875,1250.6875,1.4375,17.0,12.0,4.0,15.0,8.0,2017-05-01,4,0.8660254037844387,-0.4999999999999998,2017
2017-04-01,audio,11,9,5,85.65454545454546,14.704545454545455,438.90909090909093,18.09090909090909,11.545454545454545,15.181818181818182,2028.1818181818182,2.0,14.0,5.0,0.0,10.0,17.0,2017-05-01,4,0.8660254037844387,-0.4999999999999998,2017
2017-04-01,auto,88,81,55,176.68375,25.58818181818182,4391.943181818182,37.21590909090909,17.931818181818183,31.454545454545453,728.4090909090909,2.375,87.0,86.0,34.0,87.0,125.0,2017-05-01,4,0.8660254037844387,-0.4999999999999998,2017
2017-04-01,baby,51,48,27,78.04803921568627,17.301960784313724,1518.1764705882354,32.01960784313726,13.627450980392156,26.823529411764707,834.7058823529412,3.5686274509803924,44.0,34.0,41.0,43.0,108.0,2017-05-01,4,0.8660254037844387,-0.4999999999999998,2017
2017-04-01,bed_bath_table,274,234,150,88.86018248175183,17.006094890510948,1921.6423357664235,42.160583941605836,11.113138686131387,33.94525547445255,423.13138686131384,1.3832116788321167,289.0,165.0,48.0,242.66666666666666,369.0,2017-05-01,4,0.8660254037844387,-0.4999999999999998,2017
2017-04-01,books_general_interest,12,12,9,76.94833333333334,18.284166666666668,1564.1666666666667,21.583333333333332,13.25,19.416666666666668,847.75,1.75,25.0,8.0,2.0,15.0,20.0,2017-05-01,4,0.8660254037844387,-0.4999999999999998,2017
2017-04-01,books_technical,1,1,1,75.0,11.92,800.0,18.0,22.0,11.0,2638.0,1.0,2.0,1.0,0.0,1.3333333333333333,3.0,2017-05-01,4,0.8660254037844387,-0.4999999999999998,2017
2017-04-01,computers,0,0,0,3549.0,53.47,3200.0,30.0,7.0,40.0,1265.0,7.0,0.0,1.0,1.0,0.3333333333333333,0.0,2017-05-01,4,0.8660254037844387,-0.4999999999999998,2017
